GEOID,Name,fem_pop,geometry
18027,Daviess,8094,"list(list(c(-87.279173, -87.272622, -87.269828, -87.267012, -87.267059, -87.269525, -87.269632, -87.268392, -87.264452, -87.263877, -87.262679, -87.258366, -87.256886, -87.257118, -87.2599, -87.261949, -87.262455, -87.262582, -87.262829, -87.260944, -87.258852, -87.259043, -87.258356, -87.255656, -87.253892, -87.253018, -87.249995, -87.247342, -87.247003, -87.247796, -87.249484, -87.252802, -87.2551, -87.255338, -87.254483, -87.25133, -87.250413, -87.248949, -87.246906, -87.245496, -87.243505, -87.241292, 
-87.238716, -87.238204, -87.239085, -87.243017, -87.245131, -87.244819, -87.247478, -87.252456, -87.252964, -87.251154, -87.2479, -87.24622, -87.244803, -87.243872, -87.240652, -87.239047, -87.239149, -87.241544, -87.242959, -87.244083, -87.244601, -87.244222, -87.242542, -87.239193, -87.240698, -87.243153, -87.24588, -87.248126, -87.250012, -87.25285, -87.255895, -87.257788, -87.257661, -87.256931, -87.256957, -87.255551, -87.253185, -87.246662, -87.244248, -87.242858, -87.24046, -87.239778, -87.240221, 
-87.241708, -87.242729, -87.240922, -87.240888, -87.242292, -87.245915, -87.2466, -87.244406, -87.243352, -87.2423, -87.239915, -87.238937, -87.235834, -87.233885, -87.233968, -87.237881, -87.238727, -87.238824, -87.237171, -87.234939, -87.232032, -87.228287, -87.226737, -87.226391, -87.227986, -87.228719, -87.228538, -87.225917, -87.224463, -87.222901, -87.22194, -87.219869, -87.217677, -87.21593, -87.215285, -87.215272, -87.218623, -87.218733, -87.216054, -87.214217, -87.21244, -87.210995, -87.211152, 
-87.211712, -87.213267, -87.212651, -87.210482, -87.208159, -87.204476, -87.203083, -87.203048, -87.205338, -87.205206, -87.203667, -87.201845, -87.199758, -87.19794, -87.196849, -87.196816, -87.195367, -87.192243, -87.191633, -87.191284, -87.18954, -87.190175, -87.191972, -87.197192, -87.197648, -87.196981, -87.195376, -87.193565, -87.191551, -87.190277, -87.188967, -87.187475, -87.186329, -87.185886, -87.186764, -87.186849, -87.186034, -87.182146, -87.179386, -87.177921, -87.175927, -87.173359, 
-87.171509, -87.172067, -87.174231, -87.17465, -87.17334, -87.172962, -87.175267, -87.177693, -87.182437, -87.185098, -87.185979, -87.18527, -87.183633, -87.179946, -87.174762, -87.172466, -87.170381, -87.168324, -87.166384, -87.164257, -87.16159, -87.15482, -87.153932, -87.152246, -87.14932, -87.147446, -87.144728, -87.143803, -87.140574, -87.140637, -87.142288, -87.141861, -87.139551, -87.139521, -87.142576, -87.143213, -87.140947, -87.14101, -87.142259, -87.146049, -87.147554, -87.146601, -87.143709, 
-87.14128, -87.136441, -87.132282, -87.129773, -87.127726, -87.126414, -87.127444, -87.13152, -87.133064, -87.133568, -87.133004, -87.133514, -87.135836, -87.134352, -87.132721, -87.130561, -87.127719, -87.126004, -87.12411, -87.122273, -87.1207, -87.119961, -87.120098, -87.123573, -87.124456, -87.125659, -87.129366, -87.130584, -87.12938, -87.127199, -87.124404, -87.12267, -87.120942, -87.117627, -87.113862, -87.113445, -87.113966, -87.116372, -87.119136, -87.121707, -87.122989, -87.122473, -87.120832, 
-87.11711, -87.115454, -87.114306, -87.112723, -87.11023, -87.107601, -87.107568, -87.106456, -87.103733, -87.101721, -87.098395, -87.094876, -87.091647, -87.090694, -87.09137, -87.09447, -87.097066, -87.098771, -87.03542, -87.017356, -86.996876, -86.995134, -86.959608, -86.914855, -86.904252, -86.904204, -86.904201, -86.904193, -86.904251, -86.904227, -86.922943, -86.923, -86.923339, -86.923493, -86.923626, -86.923689, -86.923854, -86.923864, -86.923981, -86.923847, -86.923839, -86.924063, -86.924212, 
-86.92436, -86.924186, -86.933048, -86.936589, -86.93908, -86.940292, -86.93958, -86.939774, -86.942513, -86.945223, -86.947663, -86.952607, -86.955398, -86.956349, -86.95645, -86.955532, -86.956217, -86.962387, -86.968664, -86.974763, -86.977992, -86.983674, -86.993951, -86.995547, -86.996601, -86.998017, -87.000003, -87.004793, -87.007604, -87.011097, -87.012968, -87.015936, -87.019881, -87.023427, -87.025385, -87.02884, -87.033151, -87.035477, -87.040271, -87.045073, -87.049836, -87.0532, -87.055016, 
-87.058686, -87.061208, -87.063815, -87.064783, -87.066999, -87.068364, -87.069499, -87.072369, -87.075084, -87.078372, -87.083153, -87.085437, -87.087342, -87.086106, -87.082378, -87.081835, -87.082936, -87.085147, -87.091392, -87.093377, -87.093858, -87.094419, -87.096986, -87.100511, -87.102146, -87.107653, -87.110448, -87.115088, -87.118277, -87.119618, -87.119641, -87.118868, -87.119169, -87.121967, -87.124657, -87.127731, -87.128812, -87.131258, -87.134324, -87.135492, -87.138208, -87.13911, 
-87.135726, -87.135367, -87.138965, -87.146054, -87.149961, -87.151473, -87.153037, -87.155604, -87.156473, -87.155625, -87.154189, -87.153955, -87.154714, -87.157576, -87.160784, -87.162344, -87.164405, -87.166373, -87.170279, -87.171509, -87.172457, -87.17369, -87.175588, -87.177631, -87.182473, -87.185417, -87.193975, -87.200218, -87.20371, -87.20712, -87.210183, -87.213278, -87.216166, -87.220945, -87.222515, -87.227641, -87.235475, -87.237629, -87.240828, -87.242097, -87.241263, -87.238436, 
-87.237435, -87.238268, -87.24185, -87.246673, -87.248227, -87.248328, -87.247192, -87.242155, -87.239222, -87.238074, -87.237258, -87.239118, -87.24188, -87.247587, -87.247774, -87.246042, -87.243375, -87.241775, -87.239665, -87.237832, -87.237506, -87.23757, -87.238459, -87.242634, -87.246138, -87.247294, -87.249064, -87.249384, -87.249074, -87.245283, -87.2451, -87.248676, -87.248586, -87.24711, -87.244144, -87.241045, -87.239395, -87.239316, -87.240445, -87.245381, -87.246928, -87.25208, -87.255275, 
-87.254805, -87.253502, -87.250498, -87.247829, -87.246661, -87.244358, -87.240689, -87.238824, -87.238584, -87.241755, -87.245706, -87.248958, -87.250432, -87.252035, -87.252958, -87.252376, -87.250013, -87.248164, -87.24314, -87.240629, -87.238962, -87.236519, -87.235881, -87.236502, -87.239277, -87.242071, -87.242428, -87.243506, -87.246022, -87.250013, -87.251756, -87.252235, -87.251928, -87.249725, -87.248492, -87.24638, -87.244241, -87.241195, -87.239921, -87.238655, -87.239054, -87.240492, 
-87.240462, -87.239424, -87.238645, -87.238893, -87.239866, -87.241563, -87.243493, -87.248981, -87.250736, -87.254492, -87.255698, -87.25661, -87.258621, -87.258761, -87.257716, -87.256655, -87.255094, -87.253557, -87.246912, -87.246, -87.245984, -87.248086, -87.250028, -87.252326, -87.254144, -87.25497, -87.25714, -87.257226, -87.260592, -87.261557, -87.26114, -87.262359, -87.263859, -87.268221, -87.272603, -87.273424, -87.272461, -87.268296, -87.264011, -87.261165, -87.261819, -87.267441, -87.271583, 
-87.275104, -87.279108, -87.279173, 38.693938, 38.696472, 38.698213, 38.700722, 38.701981, 38.705741, 38.708427, 38.709607, 38.711001, 38.714269, 38.715651, 38.717449, 38.71968, 38.721784, 38.724415, 38.727358, 38.7289, 38.729457, 38.730305, 38.733854, 38.733414, 38.73127, 38.729893, 38.729445, 38.729911, 38.727033, 38.72561, 38.726866, 38.728892, 38.730366, 38.73119, 38.731414, 38.732712, 38.733843, 38.735654, 38.738195, 38.740265, 38.741699, 38.742525, 38.742448, 38.741084, 38.74044, 38.741157, 
38.742676, 38.743544, 38.743944, 38.745463, 38.748545, 38.750377, 38.754274, 38.756762, 38.758278, 38.758232, 38.756213, 38.751728, 38.750047, 38.749113, 38.749866, 38.751129, 38.752344, 38.75362, 38.7558, 38.758244, 38.760672, 38.762943, 38.766148, 38.76811, 38.768839, 38.768028, 38.766055, 38.765152, 38.764671, 38.765589, 38.768599, 38.771635, 38.77389, 38.776622, 38.778704, 38.779596, 38.779844, 38.779068, 38.779172, 38.781175, 38.786318, 38.78961, 38.795135, 38.797888, 38.800571, 38.801539, 38.803614, 
38.806369, 38.807701, 38.809262, 38.811196, 38.816106, 38.819264, 38.819642, 38.818329, 38.816616, 38.815742, 38.814753, 38.813867, 38.81206, 38.810905, 38.811062, 38.813388, 38.813463, 38.812331, 38.81129, 38.808016, 38.806407, 38.804922, 38.804233, 38.805156, 38.80893, 38.810461, 38.811731, 38.812058, 38.811627, 38.812626, 38.81486, 38.819052, 38.822091, 38.823644, 38.823536, 38.822751, 38.820901, 38.816837, 38.815193, 38.807977, 38.8075, 38.807343, 38.811631, 38.813808, 38.815145, 38.816427, 38.820802, 
38.823633, 38.825598, 38.825998, 38.825542, 38.824321, 38.821512, 38.819036, 38.815388, 38.814688, 38.815421, 38.818404, 38.820175, 38.823757, 38.824785, 38.826562, 38.828272, 38.830169, 38.831316, 38.831571, 38.83089, 38.827507, 38.825561, 38.825517, 38.826709, 38.829781, 38.831719, 38.8338, 38.834581, 38.834185, 38.832236, 38.830217, 38.829371, 38.829404, 38.83109, 38.833156, 38.834911, 38.836009, 38.836877, 38.838981, 38.841599, 38.842467, 38.842324, 38.843434, 38.844557, 38.846634, 38.847439, 
38.84536, 38.844792, 38.845408, 38.846936, 38.84669, 38.845354, 38.844543, 38.845005, 38.843191, 38.842584, 38.839992, 38.83838, 38.838569, 38.839541, 38.841424, 38.843513, 38.845779, 38.84709, 38.847958, 38.849543, 38.850239, 38.85226, 38.854947, 38.858087, 38.860281, 38.861962, 38.863593, 38.865837, 38.867287, 38.867361, 38.864669, 38.862413, 38.859333, 38.85838, 38.858686, 38.860084, 38.862748, 38.862758, 38.863826, 38.865328, 38.867335, 38.868606, 38.871963, 38.874488, 38.875232, 38.875046, 38.870588, 
38.869616, 38.869437, 38.869966, 38.871635, 38.873276, 38.874769, 38.877715, 38.880861, 38.883346, 38.883802, 38.886139, 38.889102, 38.890699, 38.891025, 38.890317, 38.888381, 38.88682, 38.887663, 38.888264, 38.890634, 38.892108, 38.89238, 38.893881, 38.895716, 38.897676, 38.8989, 38.898983, 38.89783, 38.895081, 38.893977, 38.893937, 38.895532, 38.897255, 38.899575, 38.901129, 38.900832, 38.897148, 38.896768, 38.897542, 38.900289, 38.901594, 38.903255, 38.903326, 38.903974, 38.90246, 38.902593, 38.902753, 
38.902727, 38.903217, 38.904027, 38.904204, 38.896861, 38.891134, 38.849631, 38.830097, 38.817511, 38.817238, 38.774962, 38.730766, 38.710591, 38.69399, 38.686427, 38.665374, 38.66465, 38.627627, 38.61286, 38.598266, 38.533855, 38.530602, 38.526519, 38.505358, 38.505367, 38.504262, 38.501869, 38.4992, 38.496707, 38.495023, 38.492593, 38.491189, 38.490453, 38.490663, 38.491706, 38.493239, 38.49919, 38.502163, 38.503439, 38.504513, 38.504226, 38.501953, 38.502388, 38.504989, 38.513037, 38.513567, 38.513069, 
38.511084, 38.509217, 38.508286, 38.50903, 38.512031, 38.511957, 38.509669, 38.507855, 38.507225, 38.507394, 38.508723, 38.51218, 38.51235, 38.511398, 38.510865, 38.508451, 38.503979, 38.502298, 38.500832, 38.500703, 38.501657, 38.502541, 38.506845, 38.511163, 38.513129, 38.5147, 38.514981, 38.514039, 38.511914, 38.512244, 38.514044, 38.516462, 38.519084, 38.520675, 38.521137, 38.52096, 38.522173, 38.5234, 38.524337, 38.528203, 38.531028, 38.534406, 38.535382, 38.537705, 38.537609, 38.536903, 38.535225, 
38.533071, 38.531367, 38.528333, 38.527045, 38.525422, 38.524945, 38.526208, 38.528075, 38.530133, 38.531751, 38.531922, 38.529352, 38.526272, 38.521487, 38.519153, 38.517392, 38.515925, 38.515615, 38.51587, 38.516434, 38.518146, 38.520301, 38.522864, 38.524162, 38.526025, 38.527381, 38.529715, 38.53097, 38.532431, 38.532634, 38.532467, 38.531842, 38.532771, 38.53862, 38.541662, 38.544011, 38.545295, 38.547582, 38.548513, 38.549302, 38.551639, 38.55222, 38.551709, 38.549622, 38.544776, 38.54146, 
38.538829, 38.538983, 38.540596, 38.544975, 38.545549, 38.545606, 38.54493, 38.548163, 38.549912, 38.552387, 38.553525, 38.555527, 38.557005, 38.558117, 38.559539, 38.560651, 38.559923, 38.560123, 38.560647, 38.563122, 38.565559, 38.567175, 38.569466, 38.570943, 38.5717, 38.571546, 38.571981, 38.573472, 38.575721, 38.577068, 38.581037, 38.582267, 38.58195, 38.582341, 38.583129, 38.585671, 38.586889, 38.590238, 38.594815, 38.595582, 38.598358, 38.599551, 38.600518, 38.600308, 38.600992, 38.602394, 
38.604548, 38.605194, 38.603679, 38.607729, 38.609562, 38.612364, 38.613627, 38.614352, 38.615065, 38.613941, 38.612307, 38.610332, 38.609629, 38.610548, 38.6145, 38.619793, 38.623346, 38.625597, 38.628796, 38.629801, 38.631454, 38.633306, 38.635461, 38.635544, 38.632714, 38.632128, 38.632672, 38.634436, 38.635681, 38.636276, 38.636207, 38.637414, 38.641379, 38.644177, 38.645224, 38.645171, 38.646594, 38.647682, 38.651616, 38.652996, 38.652887, 38.651498, 38.64934, 38.64756, 38.647346, 38.648384, 
38.650173, 38.65181, 38.654349, 38.65565, 38.657844, 38.65964, 38.660662, 38.6606, 38.659109, 38.656526, 38.654365, 38.654276, 38.655223, 38.657097, 38.659741, 38.661441, 38.66351, 38.663654, 38.666007, 38.66704, 38.673271, 38.674618, 38.677884, 38.679144, 38.678913, 38.676926, 38.673721, 38.670238, 38.667822, 38.665929, 38.666962, 38.66825, 38.670903, 38.673341, 38.674912, 38.677006, 38.67982, 38.681149, 38.683259, 38.684613, 38.684404, 38.686112, 38.687621, 38.688946, 38.688906, 38.68989, 38.691821, 
38.693938)))"
18061,Harrison,9636,"list(list(c(-86.327677, -86.324411, -86.321618, -86.317322, -86.315156, -86.312786, -86.309819, -86.309963, -86.31522, -86.317196, -86.318196, -86.317045, -86.31168, -86.310427, -86.310445, -86.309166, -86.308558, -86.306511, -86.299817, -86.298356, -86.294998, -86.294488, -86.293411, -86.290504, -86.289903, -86.294246, -86.295082, -86.289985, -86.288433, -86.289063, -86.290635, -86.292825, -86.297432, -86.298196, -86.298119, -86.294927, -86.293301, -86.290888, -86.285775, -86.284282, -86.281174, 
-86.278187, -86.276956, -86.276738, -86.275583, -86.275035, -86.274895, -86.274762, -86.27604, -86.278889, -86.279868, -86.280424, -86.279437, -86.277792, -86.276456, -86.272629, -86.269792, -86.267502, -86.266716, -86.265547, -86.26331, -86.26138, -86.258101, -86.256689, -86.25643, -86.254871, -86.253137, -86.252753, -86.253367, -86.255122, -86.258788, -86.261219, -86.263056, -86.26439, -86.264951, -86.264723, -86.265061, -86.264026, -86.261914, -86.258957, -86.258855, -86.263639, -86.265847, -86.269594, 
-86.271985, -86.274589, -86.275804, -86.277701, -86.278417, -86.275885, -86.276218, -86.277863, -86.281613, -86.283328, -86.286142, -86.288887, -86.289724, -86.289123, -86.284786, -86.283222, -86.283505, -86.286669, -86.287425, -86.287082, -86.285644, -86.284546, -86.282725, -86.28239, -86.281734, -86.278498, -86.274816, -86.273474, -86.273676, -86.276947, -86.276985, -86.273667, -86.274856, -86.274908, -86.27624, -86.276363, -86.271537, -86.271629, -86.273522, -86.27481, -86.276633, -86.281069, 
-86.281773, -86.281143, -86.277188, -86.273403, -86.271534, -86.270757, -86.266278, -86.265003, -86.263612, -86.262719, -86.261154, -86.256577, -86.253551, -86.250781, -86.247918, -86.247158, -86.247592, -86.25273, -86.252464, -86.249424, -86.247944, -86.248372, -86.25392, -86.256171, -86.258048, -86.257467, -86.259223, -86.259147, -86.261179, -86.259924, -86.258976, -86.256328, -86.255701, -86.255672, -86.255016, -86.252367, -86.250474, -86.245581, -86.246016, -86.251208, -86.259037, -86.261602, 
-86.260775, -86.259047, -86.255712, -86.253282, -86.251417, -86.250703, -86.252476, -86.253038, -86.252397, -86.251716, -86.253023, -86.258347, -86.26028, -86.263764, -86.264841, -86.263431, -86.260781, -86.259117, -86.257576, -86.256917, -86.255045, -86.212436, -86.186287, -86.183902, -86.15118, -86.141731, -86.124975, -86.123287, -86.113034, -86.106876, -86.032817, -86.032663, -86.032947, -86.033079, -86.032425, -86.032414, -86.032559, -86.014312, -86.014507, -86.014115, -85.997318, -85.995394, 
-85.99528, -85.995302, -85.995261, -85.995424, -85.992235, -85.992358, -85.973689, -85.973503, -85.973807, -85.973786, -85.970885, -85.955224, -85.955196, -85.954626, -85.954667, -85.955485, -85.955504, -85.957637, -85.957664, -85.957576, -85.93996, -85.900604, -85.9006, -85.8995821600909, -85.903873, -85.907965, -85.909133, -85.908752, -85.9060820346095, -85.9051690152318, -85.905164, -85.904226, -85.905266, -85.9064111199356, -85.9077199706192, -85.912006, -85.913839, -85.9153657805276, -85.916315, 
-85.918912, -85.921275, -85.925654, -85.931221, -85.939609, -85.942216, -85.947114, -85.954638, -85.972918, -85.977423, -85.9990039513412, -86.004045, -86.018451, -86.025561, -86.029509, -86.0306932492284, -86.032468, -86.035103, -86.035432, -86.033578, -86.0342648627232, -86.034355, -86.036013, -86.03819, -86.042307, -86.046736, -86.050029, -86.057997, -86.064859, -86.068009899837, -86.069899, -86.075932, -86.075463, -86.079389, -86.086341, -86.0990637184234, -86.104167, -86.117523, -86.1283, -86.1333095274983, 
-86.147897, -86.152485, -86.165313, -86.1693677376668, -86.176557, -86.1885087628126, -86.190927, -86.1964657902891, -86.2013238293531, -86.2060889816493, -86.220711, -86.223328, -86.233448, -86.233339, -86.24693, -86.2527288597137, -86.259256, -86.267203, -86.271383, -86.2726282634422, -86.273584, -86.277704, -86.2790428232446, -86.2791, -86.2779050047358, -86.275362, -86.270269, -86.270605, -86.272847, -86.2771551877074, -86.28711, -86.29574, -86.317139, -86.329672384455, -86.327677, 38.182736, 
38.182208, 38.180199, 38.178143, 38.177769, 38.178126, 38.180451, 38.181841, 38.18456, 38.186222, 38.188104, 38.189386, 38.188851, 38.18965, 38.192429, 38.197538, 38.200241, 38.202519, 38.202523, 38.203192, 38.203698, 38.201848, 38.201369, 38.201549, 38.202692, 38.206997, 38.209066, 38.210506, 38.212869, 38.21419, 38.215227, 38.215851, 38.218193, 38.219137, 38.220921, 38.223964, 38.224579, 38.224054, 38.220836, 38.220693, 38.222519, 38.226263, 38.227126, 38.234084, 38.266078, 38.273419, 38.278443, 
38.279956, 38.281481, 38.282295, 38.283037, 38.284824, 38.286187, 38.286775, 38.28595, 38.281295, 38.278391, 38.280192, 38.284895, 38.286246, 38.285549, 38.284077, 38.283577, 38.284355, 38.287833, 38.290669, 38.2919, 38.293828, 38.295328, 38.296499, 38.296949, 38.296659, 38.294948, 38.294662, 38.295874, 38.298808, 38.302444, 38.304106, 38.303724, 38.305092, 38.305643, 38.30805, 38.308563, 38.307942, 38.305799, 38.300835, 38.300415, 38.301363, 38.303012, 38.306802, 38.30854, 38.309556, 38.310878, 
38.311906, 38.314399, 38.315512, 38.31652, 38.317517, 38.320742, 38.324182, 38.325233, 38.327379, 38.328872, 38.330395, 38.331864, 38.331964, 38.329754, 38.325983, 38.323739, 38.320833, 38.320347, 38.321105, 38.324447, 38.32654, 38.327377, 38.329691, 38.333681, 38.335807, 38.33817, 38.340306, 38.34114, 38.342445, 38.345045, 38.349179, 38.349597, 38.348396, 38.349383, 38.35063, 38.353877, 38.356191, 38.360692, 38.361277, 38.362161, 38.362005, 38.359949, 38.357201, 38.355649, 38.353941, 38.352273, 
38.348464, 38.348756, 38.34946, 38.351235, 38.35526, 38.356389, 38.359131, 38.361169, 38.363692, 38.364839, 38.365565, 38.366831, 38.369063, 38.372642, 38.376375, 38.380438, 38.388225, 38.389375, 38.389605, 38.388941, 38.385565, 38.384412, 38.383172, 38.383281, 38.387424, 38.388816, 38.391514, 38.393186, 38.394841, 38.397622, 38.398092, 38.394881, 38.39437, 38.395642, 38.397891, 38.400649, 38.402239, 38.402648, 38.406132, 38.407619, 38.410138, 38.409607, 38.410155, 38.411114, 38.412481, 38.413816, 
38.41624, 38.417755, 38.4197, 38.422685, 38.422097, 38.421209, 38.421356, 38.420186, 38.419917, 38.41944, 38.419678, 38.41935, 38.419177, 38.417898, 38.394261, 38.385143, 38.375057, 38.374426, 38.352817, 38.33066, 38.330718, 38.3265, 38.301813, 38.301771, 38.301849, 38.300893, 38.298437, 38.294567, 38.288131, 38.287998, 38.275379, 38.275272, 38.271402, 38.267687, 38.260668, 38.260654, 38.260501, 38.251792, 38.244919, 38.213961, 38.209548, 38.19951, 38.19934, 38.186628, 38.186072, 38.186217, 38.185701, 
38.180584, 38.1803204937524, 38.174142, 38.161473, 38.144387, 38.133793, 38.1168839633308, 38.1111017617367, 38.11107, 38.099802, 38.088933, 38.0862939572759, 38.0832775807672, 38.0734, 38.071961, 38.0651564672367, 38.060926, 38.041195, 38.03032, 38.021784, 38.016018, 38.009821, 38.007267, 38.005085, 38.004657, 38.002574, 38.003388, 37.9999832972867, 37.999188, 37.996528, 37.994505, 37.99264, 37.9916234427035, 37.9901, 37.984358, 37.98136, 37.970231, 37.9652717980991, 37.964621, 37.961703, 37.959588, 
37.958171, 37.958995, 37.9605, 37.967671, 37.975618, 37.9806769447382, 37.98371, 37.995493, 37.997183, 38.000625, 38.004931, 38.0104237656786, 38.012627, 38.015441, 38.016192, 38.0158231298576, 38.014749, 38.013016, 38.009867, 38.0099979026835, 38.01023, 38.0153932946096, 38.016438, 38.0186212325408, 38.0205361324404, 38.0224144190358, 38.028178, 38.031516, 38.03818, 38.039625, 38.044679, 38.0477539105216, 38.051215, 38.056798, 38.061957, 38.0650608233729, 38.067443, 38.082481, 38.1000055824851, 
38.100754, 38.1050224796062, 38.114106, 38.129783, 38.135779, 38.140835, 38.1460013214294, 38.157939, 38.164069, 38.172907, 38.1817018461543, 38.182736)))"
18103,Miami,7798,"list(list(c(-86.169144, -86.168971, -86.168459, -86.149164, -86.13002, -86.096073, -86.0895, -86.076505, -86.057288, -86.056981, -85.946436, -85.945427, -85.944713, -85.944114, -85.943739, -85.943434, -85.943124, -85.942261, -85.941783, -85.941753, -85.941476, -85.941094, -85.940809, -85.940066, -85.939525, -85.92047, -85.864791, -85.863811, -85.863814, -85.863762, -85.863641, -85.877862, -85.919789, -85.938785, -86.013325, -86.089352, -86.121215, -86.127424, -86.165024, -86.165233, -86.165266, -86.165378, 
-86.165444, -86.165842, -86.165842, -86.165866, -86.166041, -86.166186, -86.166316, -86.166693, -86.166649, -86.166623, -86.165837, -86.165725, -86.166923, -86.168858, -86.168306, -86.168243, -86.167992, -86.167685, -86.167661, -86.16851, -86.169012, -86.169144, 40.931329, 40.938563, 40.996097, 40.996082, 40.996081, 40.996905, 40.996847, 40.997284, 40.997606, 40.997609, 40.999195, 40.964755, 40.942787, 40.913815, 40.896344, 40.881737, 40.867271, 40.823479, 40.772521, 40.772, 40.769562, 40.737269, 
40.720714, 40.686384, 40.650991, 40.651142, 40.651693, 40.581002, 40.580986, 40.574649, 40.565525, 40.565362, 40.564967, 40.564799, 40.564128, 40.563405, 40.563174, 40.563098, 40.562649, 40.584404, 40.605145, 40.633967, 40.634207, 40.641293, 40.64256, 40.649637, 40.657007, 40.66425, 40.671519, 40.674627, 40.676625, 40.678404, 40.728987, 40.742887, 40.743204, 40.743517, 40.785866, 40.793274, 40.816373, 40.829592, 40.866004, 40.909447, 40.909836, 40.931329)))"
